epoch,train_loss,val_acc
0,17.747795430625356,0.12637362637362637
1,15.680528356970811,0.02197802197802198
2,11.21551076958819,0.2451159951159951
3,3.668321754292744,0.4337606837606838
4,2.455473868149083,0.35622710622710624
5,1.1519071605147384,0.623015873015873
6,1.2219969019657229,0.2277167277167277
7,0.9807953481267139,0.45757020757020755
8,0.8058610657366311,0.6190476190476191
9,0.6532929729397704,0.47588522588522586
10,0.724798780098194,0.7032967032967034
11,0.6705014374197983,0.6767399267399268
12,0.675257253210719,0.6761294261294262
13,0.5849742281000788,0.43894993894993894
14,0.633885187855581,0.5119047619047619
15,0.6320288253993522,0.6742979242979243
16,0.5812970037140497,0.6645299145299145
17,0.5551112257125901,0.6684981684981685
18,0.5312413400266228,0.6327838827838828
19,0.5618982619628674,0.6868131868131868
20,0.5632003537765363,0.6947496947496947
21,0.5432364662246006,0.7353479853479854
22,0.5386020574627853,0.735958485958486
23,0.4703916483535999,0.7173382173382173
24,0.48548718073019165,0.6813186813186813
25,0.5007391640325872,0.7152014652014652
26,0.4916520853595036,0.6587301587301587
27,0.4600642409993381,0.8012820512820513
28,0.4916435305665179,0.5793650793650794
29,0.4800087989103503,0.5705128205128205
30,0.4319167726650471,0.8064713064713065
31,0.46959685806821033,0.7823565323565324
32,0.44954837567922545,0.7921245421245421
33,0.4195784725793978,0.8141025641025641
34,0.4652851846886844,0.7664835164835165
35,0.40038474740051644,0.7277167277167277
36,0.4050266634400298,0.7954822954822954
37,0.39137684099557923,0.8116605616605617
38,0.3855947518494071,0.8174603174603174
39,0.3937424709884132,0.8244810744810744
40,0.3881911616863274,0.7924297924297924
41,0.37874362374224313,0.8278388278388278
42,0.3700245276456926,0.8122710622710623
43,0.36781987751402506,0.8113553113553114
44,0.35816889361637394,0.7442002442002442
45,0.3417778236110036,0.8275335775335775
46,0.3435040503740311,0.8330280830280831
47,0.34871672947959204,0.8208180708180708
48,0.34705474238570144,0.8064713064713065
49,0.37377608040483984,0.8266178266178266
50,0.3441701416925686,0.7863247863247863
51,0.3203536889175089,0.811050061050061
52,0.3254032563872454,0.8208180708180708
53,0.31617666988111126,0.8537851037851037
54,0.318152163959131,0.833943833943834
55,0.33883644255196177,0.8098290598290598
56,0.3052240615937768,0.8165445665445665
57,0.30231273105231726,0.7902930402930403
58,0.3064096347951307,0.8086080586080586
59,0.29360633169005557,0.8122710622710623
60,0.3096475547406732,0.7957875457875457
61,0.29809786506542346,0.8397435897435898
62,0.2896053375267401,0.8522588522588522
63,0.2878884922440459,0.8531746031746031
64,0.28165471008638054,0.8253968253968254
65,0.29185125082731245,0.7924297924297924
66,0.2800541100705542,0.818986568986569
67,0.27676873875827324,0.8318070818070818
68,0.27535525978338427,0.8485958485958486
69,0.27422552962855595,0.8205128205128205
70,0.2726288269205791,0.8525641025641025
71,0.2691215599455484,0.855006105006105
72,0.26761300592887693,0.8617216117216118
73,0.2634988520203567,0.8656898656898657
74,0.2728787975340355,0.8229548229548229
75,0.2650545503308133,0.8565323565323565
76,0.26251637615808626,0.8641636141636142
77,0.26443586145959247,0.8485958485958486
78,0.2593385825796825,0.8382173382173382
79,0.2622074137010225,0.8406593406593407
80,0.25873447638459324,0.8693528693528694
81,0.25713015972841075,0.8574481074481074
82,0.25609472561173324,0.8498168498168498
83,0.25879067098949016,0.8534798534798534
84,0.24841961220997136,0.8644688644688645
85,0.2528145930025636,0.8513431013431013
86,0.25297119323073364,0.8617216117216118
87,0.25022264439158326,0.8577533577533577
88,0.2505296759489106,0.865995115995116
89,0.24862088989920733,0.8620268620268621
90,0.24750026529882013,0.8489010989010989
91,0.24767469145902773,0.8424908424908425
92,0.24855770388754403,0.86996336996337
93,0.2475156390448896,0.862942612942613
94,0.24716553655339452,0.8644688644688645
95,0.2452170837943147,0.8669108669108669
96,0.2460476072823129,0.8601953601953602
97,0.24704658643501562,0.8525641025641025
98,0.240397003365726,0.858058608058608
99,0.2431693112704812,0.8635531135531136
